city,state,house_type,month,avg_temp_f,humidity,heating_degree_days,cooling_degree_days,avg_energy_kwh,square_feet,num_occupants,energy_rate_per_kwh,monthly_energy_bill
Houston,TX,Apartment,2,62.4,89.3,78.4,0.0,4017.6,813,1,0.132,550.18
Denver,CO,House,3,47.5,55.9,523.8,0.0,122918.4,3494,2,0.12,14761.46
Atlanta,GA,Townhouse,11,49.3,78.8,472.0,0.0,60147.4,2050,1,0.13,7819.54
New York,NY,Condo,12,33.5,52.3,945.9,0.0,65049.5,1227,2,0.198,12861.3
New York,NY,Condo,2,30.0,72.4,1048.6,0.0,76838.8,1312,1,0.198,15197.57
New York,NY,Condo,9,64.6,68.1,11.2,0.0,1811.6,1068,2,0.18,323.91
Houston,TX,Condo,2,68.6,81.2,0.0,108.6,6316.5,1088,2,0.132,818.92
New York,NY,Townhouse,4,55.6,45.3,280.7,0.0,33380.2,1859,2,0.18,6000.7
Chicago,IL,Apartment,1,23.7,32.7,1240.1,0.0,57847.4,921,1,0.154,8922.24
New York,NY,Apartment,1,24.1,37.3,1226.8,0.0,71257.8,1144,2,0.198,14102.41
Boston,MA,Large House,5,67.2,75.6,0.0,66.2,17177.5,3272,1,0.21,3614.66
Chicago,IL,Condo,10,59.6,89.7,163.5,0.0,11713.9,1165,2,0.14,1646.23
Boston,MA,House,2,35.0,66.0,899.8,0.0,176599.9,2955,5,0.231,40812.22
Denver,CO,House,12,46.9,58.6,542.7,0.0,96157.1,2634,4,0.132,12687.59
Los Angeles,CA,Condo,9,71.6,37.7,0.0,196.9,12482.5,1291,2,0.22,2747.64
Denver,CO,Large House,4,59.4,78.0,167.0,0.0,58960.0,4258,4,0.12,7075.46
Houston,TX,Apartment,5,82.9,49.1,0.0,536.1,19477.1,869,1,0.12,2333.65
Denver,CO,Apartment,11,51.8,62.3,395.8,0.0,20092.0,967,1,0.12,2392.26
Atlanta,GA,House,5,61.5,68.0,105.6,0.0,23685.8,2990,1,0.13,3094.21
Miami,FL,Large House,6,92.1,36.4,0.0,812.2,213544.3,4269,2,0.132,28193.34
Houston,TX,House,12,62.6,46.7,71.5,0.0,10253.6,1787,1,0.132,1341.13
Houston,TX,Large House,3,71.7,49.0,0.0,202.3,52296.8,3917,1,0.12,6272.05
Denver,CO,Townhouse,7,70.1,88.6,0.0,152.5,18059.6,2117,4,0.144,2619.12
Los Angeles,CA,Townhouse,4,59.6,41.2,163.0,0.0,18320.5,1669,3,0.22,4024.37
Miami,FL,Townhouse,4,73.7,86.2,0.0,260.1,25706.6,1889,2,0.11,2825.73
Denver,CO,Large House,11,53.7,88.1,339.6,0.0,103249.1,3846,4,0.12,12391.41
Atlanta,GA,Condo,11,50.4,88.4,439.4,0.0,38620.9,1532,3,0.13,5037.71
New York,NY,House,3,46.3,31.3,562.3,0.0,108820.5,2890,1,0.18,19580.1
Los Angeles,CA,Apartment,3,48.1,56.6,508.3,0.0,21158.4,802,1,0.22,4656.34
New York,NY,Townhouse,2,36.5,89.1,854.2,0.0,113173.4,2165,1,0.198,22404.68
Los Angeles,CA,Large House,7,71.5,56.0,0.0,194.7,45921.7,3526,3,0.264,12115.36
Boston,MA,Apartment,12,32.7,36.9,969.0,0.0,37629.9,764,1,0.231,8677.21
Boston,MA,House,1,24.6,57.8,1212.9,0.0,157558.6,1972,1,0.231,36387.46
Phoenix,AZ,Condo,1,58.3,80.4,199.6,0.0,15250.3,1274,1,0.143,2191.7
Atlanta,GA,Large House,8,75.0,78.7,0.0,300.2,83861.4,4346,3,0.156,13070.94
New York,NY,Townhouse,4,57.0,56.5,239.2,0.0,26548.1,1725,1,0.18,4788.28
Atlanta,GA,Large House,3,55.4,39.7,287.6,0.0,81050.9,3534,4,0.13,10527.91
Denver,CO,Apartment,2,43.6,60.7,642.2,0.0,39516.5,1196,1,0.132,5207.72
Chicago,IL,Condo,2,33.9,78.9,933.2,0.0,55999.7,1070,2,0.154,8635.44
Chicago,IL,House,6,78.0,58.5,0.0,389.3,57856.3,2717,1,0.168,9710.72
Boston,MA,Townhouse,4,52.5,52.9,373.8,0.0,45666.1,1946,1,0.21,9581.72
Miami,FL,Condo,7,87.9,69.0,0.0,687.4,29331.1,941,1,0.132,3856.64
Miami,FL,Townhouse,2,61.1,80.2,115.9,0.0,14861.1,1852,1,0.121,1803.79
New York,NY,House,1,25.5,54.1,1185.6,0.0,195492.2,2501,1,0.198,38689.57
New York,NY,Townhouse,3,46.8,48.6,546.7,0.0,46641.8,1380,1,0.18,8410.1
Boston,MA,Condo,12,36.2,63.6,865.1,0.0,76434.7,1572,2,0.231,17649.05
Seattle,WA,Apartment,2,52.6,48.8,371.0,0.0,17935.7,919,1,0.11,1975.76
Atlanta,GA,Townhouse,5,63.1,72.1,56.1,0.0,8568.1,1952,1,0.13,1127.89
Miami,FL,Townhouse,4,76.4,39.3,0.0,340.6,28787.8,1649,2,0.11,3175.45
Atlanta,GA,Townhouse,1,42.7,66.7,669.1,0.0,71953.1,1746,1,0.143,10295.57
New York,NY,Condo,4,52.5,52.2,375.8,0.0,20225.8,936,1,0.18,3634.56
New York,NY,Condo,11,43.3,68.7,650.0,0.0,57256.5,1554,3,0.18,10287.38
New York,NY,House,6,76.2,60.5,0.0,334.8,29669.2,1593,2,0.216,6423.84
Boston,MA,Condo,6,78.1,51.5,0.0,393.6,19558.4,1065,2,0.252,4936.76
Boston,MA,House,8,79.8,46.4,0.0,443.6,49014.5,2018,3,0.252,12363.42
Houston,TX,Apartment,5,85.1,32.9,0.0,602.0,23315.0,937,1,0.12,2800.54
Denver,CO,Condo,7,71.3,74.5,0.0,187.8,10304.2,1104,2,0.144,1496.06
Houston,TX,House,8,93.9,78.9,0.0,865.5,125294.0,2715,2,0.144,18058.47
Phoenix,AZ,House,1,58.4,31.3,198.1,0.0,37674.0,2693,1,0.143,5368.35
Chicago,IL,Townhouse,5,67.3,66.2,0.0,69.3,8969.9,2029,3,0.14,1266.01
New York,NY,Large House,10,53.4,67.9,347.6,0.0,129755.6,4749,2,0.18,23337.25
Atlanta,GA,Condo,7,76.7,83.6,0.0,350.5,15339.6,939,1,0.156,2392.05
Houston,TX,Apartment,11,68.2,52.3,0.0,95.3,4293.8,903,1,0.12,504.5
Atlanta,GA,Townhouse,4,59.0,86.1,180.8,0.0,22623.6,1890,3,0.13,2931.77
Chicago,IL,House,9,65.6,85.5,0.0,16.6,5461.1,2673,3,0.14,776.01
Boston,MA,Large House,5,67.3,50.2,0.0,67.8,22604.6,4167,4,0.21,4751.15
Miami,FL,Large House,6,90.3,82.6,0.0,759.9,221640.2,4725,4,0.132,29265.51
Los Angeles,CA,House,12,48.8,81.8,485.7,0.0,107735.3,3290,3,0.242,26069.52
Los Angeles,CA,Large House,4,62.3,46.8,80.5,0.0,23870.6,3271,2,0.22,5240.07
Houston,TX,House,11,70.8,36.1,0.0,172.7,34037.4,3372,2,0.12,4097.11
New York,NY,Townhouse,1,26.4,52.0,1159.1,0.0,104786.4,1484,2,0.198,20749.81
Houston,TX,Large House,2,69.6,51.0,0.0,139.4,47679.5,4959,1,0.132,6301.98
Chicago,IL,Large House,12,28.4,76.5,1098.6,0.0,354296.5,4235,2,0.154,54567.11
Atlanta,GA,Townhouse,3,51.4,85.9,407.3,0.0,51324.0,2012,2,0.13,6671.39
Phoenix,AZ,Condo,4,74.2,45.9,0.0,275.5,18902.2,1439,1,0.13,2446.46
Boston,MA,Condo,12,33.2,43.0,954.0,0.0,50028.8,936,1,0.231,11566.5
Chicago,IL,Apartment,6,69.1,52.8,0.0,123.6,3670.1,622,1,0.168,626.84
Los Angeles,CA,Townhouse,4,62.5,71.8,73.9,0.0,11741.9,2115,3,0.22,2598.3
Seattle,WA,Townhouse,4,53.7,84.2,339.5,0.0,45163.5,2095,4,0.1,4500.81
New York,NY,Townhouse,3,37.7,57.2,820.4,0.0,60444.1,1204,1,0.18,10892.34
Miami,FL,Apartment,8,94.4,58.0,0.0,882.4,41210.6,1137,1,0.132,5455.99
Los Angeles,CA,Condo,10,65.9,46.5,0.0,26.7,2673.2,1287,1,0.22,580.55
Miami,FL,Apartment,3,71.7,89.9,0.0,201.0,10827.0,1200,2,0.11,1204.15
New York,NY,Large House,3,44.2,30.0,625.1,0.0,185455.9,3843,5,0.18,33368.09
New York,NY,Large House,11,40.9,39.4,724.4,0.0,238646.6,4286,4,0.18,42957.29
Phoenix,AZ,Townhouse,3,70.7,76.3,0.0,171.1,13474.0,1451,2,0.13,1740.0
Miami,FL,Large House,10,79.6,51.0,0.0,439.4,112683.8,4056,6,0.11,12393.03
Atlanta,GA,Apartment,4,53.1,86.2,355.9,0.0,12581.5,671,1,0.13,1617.86
Seattle,WA,Apartment,10,61.6,30.7,100.5,0.0,4788.6,789,1,0.1,488.23
Los Angeles,CA,Condo,1,45.1,62.8,596.0,0.0,28653.8,848,1,0.242,6928.19
Boston,MA,Townhouse,6,72.4,89.5,0.0,221.4,22383.9,1899,3,0.252,5643.75
Los Angeles,CA,Townhouse,6,72.2,84.5,0.0,215.6,14242.4,1244,2,0.264,3749.91
Seattle,WA,Large House,5,60.3,40.7,141.6,0.0,52434.7,4386,4,0.1,5237.03
Denver,CO,Apartment,5,62.1,88.1,87.5,0.0,3340.4,637,1,0.12,402.99
Miami,FL,Apartment,11,67.5,59.2,0.0,73.9,2949.7,765,1,0.11,330.96
Phoenix,AZ,Large House,4,80.0,36.4,0.0,451.3,135318.3,4757,5,0.13,17608.24
Seattle,WA,House,5,63.4,83.7,47.5,0.0,14521.2,3483,1,0.1,1467.2
Seattle,WA,Large House,9,74.0,86.8,0.0,269.5,79178.9,4506,6,0.1,7915.75
Atlanta,GA,Apartment,2,49.5,86.2,466.3,0.0,13475.7,555,1,0.143,1913.07
Seattle,WA,Townhouse,2,49.2,69.2,472.6,0.0,50531.7,1716,2,0.11,5562.93
Miami,FL,Condo,8,86.7,39.6,0.0,651.7,38075.8,1284,1,0.132,5041.16
Los Angeles,CA,House,12,48.8,65.9,487.3,0.0,67353.2,2044,3,0.242,16316.54
Phoenix,AZ,Condo,8,88.7,30.2,0.0,711.1,43736.0,1359,1,0.156,6827.95
Houston,TX,House,6,91.4,52.4,0.0,791.4,69601.3,1639,3,0.144,10009.73
Seattle,WA,Large House,3,55.3,76.4,289.9,0.0,104625.2,4550,1,0.1,10451.34
Chicago,IL,House,4,56.8,37.1,247.1,0.0,59774.7,3474,3,0.14,8384.1
Chicago,IL,Apartment,3,37.3,76.8,831.9,0.0,32101.3,755,1,0.14,4494.42
Atlanta,GA,Townhouse,10,59.3,72.3,169.8,0.0,14855.2,1317,2,0.13,1942.2
Seattle,WA,Apartment,1,48.8,50.0,487.4,0.0,27632.1,1094,1,0.11,3041.04
Seattle,WA,Large House,1,40.3,84.1,740.8,0.0,251627.9,4429,2,0.11,27691.91
Houston,TX,House,6,84.3,60.9,0.0,577.5,88454.9,2839,2,0.144,12754.95
Phoenix,AZ,Large House,11,74.7,78.2,0.0,289.7,79326.7,4233,4,0.13,10293.57
Boston,MA,Apartment,7,79.0,86.3,0.0,419.6,9603.5,545,1,0.252,2411.2
Houston,TX,Condo,8,93.8,74.0,0.0,865.2,32430.5,832,1,0.144,4684.71
Boston,MA,Townhouse,5,65.6,34.9,0.0,17.9,2837.4,1401,2,0.21,608.9
Seattle,WA,Condo,9,69.4,82.5,0.0,131.0,10393.5,1519,2,0.1,1055.03
Boston,MA,Townhouse,1,25.5,52.5,1183.5,0.0,141014.8,1956,2,0.231,32571.58
Denver,CO,Condo,5,66.2,48.5,0.0,37.3,4265.3,1578,3,0.12,511.4
Miami,FL,Condo,11,67.1,74.0,0.0,62.6,3256.2,865,1,0.11,356.99
Seattle,WA,Condo,12,42.8,39.7,665.4,0.0,39923.7,1064,1,0.11,4380.36
Atlanta,GA,Large House,3,52.6,31.4,371.0,0.0,94813.2,3251,3,0.13,12338.6
Houston,TX,Condo,11,68.9,46.4,0.0,116.8,9216.0,1512,1,0.12,1122.84
Miami,FL,House,8,86.7,79.8,0.0,651.3,118928.8,3391,4,0.132,15683.02
Boston,MA,House,7,77.2,62.9,0.0,364.7,30613.9,1514,2,0.252,7717.76
Los Angeles,CA,House,11,52.1,56.4,387.0,0.0,83948.2,3176,6,0.22,18485.44
Boston,MA,House,6,76.2,53.1,0.0,335.9,59291.4,3172,4,0.252,14940.65
Seattle,WA,Apartment,9,65.1,70.3,0.0,2.5,961.5,861,1,0.1,110.14
Chicago,IL,Large House,7,82.8,85.6,0.0,534.1,121255.1,3636,3,0.168,20365.41
Phoenix,AZ,Large House,10,80.0,38.1,0.0,448.5,116020.6,4100,5,0.13,15082.19
Chicago,IL,House,6,70.4,30.3,0.0,162.5,20350.8,2112,3,0.168,3426.93
Miami,FL,Apartment,7,92.9,62.2,0.0,838.5,38650.7,1121,1,0.132,5091.18
Denver,CO,House,11,49.6,78.0,461.5,0.0,64117.9,2064,1,0.12,7690.74
Seattle,WA,Condo,10,58.6,82.0,191.3,0.0,9617.3,838,1,0.1,943.96
Los Angeles,CA,Large House,12,50.2,44.3,443.8,0.0,117642.1,3388,5,0.242,28485.27
Los Angeles,CA,Apartment,9,69.0,45.1,0.0,120.1,4417.2,769,1,0.22,965.51
Boston,MA,Townhouse,6,72.6,64.2,0.0,226.6,15977.6,1336,2,0.252,4009.36
Houston,TX,House,10,78.5,72.5,0.0,403.9,54095.1,2436,3,0.12,6484.1
Boston,MA,Large House,9,69.0,72.8,0.0,120.5,29555.9,3409,6,0.21,6196.41
Miami,FL,House,7,91.3,82.6,0.0,789.6,142599.2,3371,5,0.132,18811.23
Denver,CO,Large House,6,71.4,69.9,0.0,191.2,57256.6,4455,6,0.144,8251.08
Chicago,IL,Townhouse,11,46.9,66.0,542.2,0.0,53628.0,1596,1,0.14,7527.65
Seattle,WA,Condo,5,65.3,55.3,0.0,10.1,1946.6,1234,2,0.1,198.34
Seattle,WA,Large House,5,64.3,51.7,22.4,0.0,9981.7,3281,4,0.1,1016.82
Boston,MA,Condo,7,74.9,82.7,0.0,297.1,18064.8,1292,1,0.252,4571.86
Boston,MA,Apartment,10,60.6,74.5,133.2,0.0,4342.4,559,1,0.21,925.37
Houston,TX,Large House,11,67.0,37.7,0.0,60.3,19280.0,3930,2,0.12,2325.66
Los Angeles,CA,Large House,1,49.0,73.9,480.3,0.0,160405.3,4298,3,0.242,38831.13
Phoenix,AZ,House,12,59.4,53.4,169.3,0.0,22687.0,1874,1,0.143,3232.92
Houston,TX,Large House,4,71.4,39.3,0.0,190.9,55924.2,4388,3,0.12,6696.17
Chicago,IL,Townhouse,4,49.9,46.6,452.6,0.0,53417.8,1889,3,0.14,7484.22
Miami,FL,Townhouse,10,83.4,33.9,0.0,551.5,54461.3,1974,3,0.11,5977.12
Chicago,IL,Townhouse,9,71.5,50.8,0.0,195.9,15704.3,1504,1,0.14,2193.37
Atlanta,GA,Condo,12,47.2,81.3,535.4,0.0,32039.2,1052,1,0.143,4596.88
Atlanta,GA,House,1,42.7,48.1,669.1,0.0,79845.1,1786,2,0.143,11401.29
Atlanta,GA,Apartment,8,75.7,40.4,0.0,320.8,13698.7,995,1,0.156,2145.1
Houston,TX,Condo,8,90.9,51.3,0.0,776.9,45150.7,1286,1,0.144,6497.62
Boston,MA,Condo,8,81.5,50.3,0.0,494.1,26535.0,1165,2,0.252,6703.88
Phoenix,AZ,House,2,64.1,36.3,28.1,0.0,5694.6,1868,2,0.143,804.21
Houston,TX,Large House,12,65.1,40.8,0.0,2.2,6699.8,4781,2,0.132,897.66
Los Angeles,CA,Townhouse,1,42.1,45.3,687.7,0.0,91220.4,2156,1,0.242,22080.79
Atlanta,GA,Apartment,7,76.2,74.5,0.0,335.6,9597.1,661,1,0.156,1502.9
Miami,FL,Large House,3,73.1,58.4,0.0,243.7,76752.0,4826,3,0.11,8458.1
Atlanta,GA,Apartment,3,49.2,85.1,473.7,0.0,27486.7,1117,1,0.13,3557.65
Boston,MA,Townhouse,10,55.2,70.1,295.5,0.0,27219.1,1448,2,0.21,5707.53
Chicago,IL,Apartment,12,37.4,41.2,827.9,0.0,24972.0,591,1,0.154,3859.02
Seattle,WA,Townhouse,10,57.0,46.6,238.8,0.0,19795.2,1290,1,0.1,1975.27
Houston,TX,House,5,79.1,39.6,0.0,423.1,48691.7,2094,3,0.12,5855.34
Seattle,WA,Large House,2,44.6,75.6,613.1,0.0,166327.3,3517,2,0.11,18276.31
New York,NY,House,11,49.2,87.5,474.0,0.0,57667.9,1807,1,0.18,10380.23
Miami,FL,Condo,8,94.5,60.4,0.0,884.2,52699.7,1320,1,0.132,6954.21
Denver,CO,Townhouse,11,49.6,85.0,463.1,0.0,48723.3,1693,1,0.12,5856.82
Houston,TX,Apartment,1,66.0,69.9,0.0,29.9,1127.2,544,1,0.132,167.8
Miami,FL,Large House,12,65.5,58.6,0.0,13.6,10194.1,4762,4,0.121,1226.72
Seattle,WA,Townhouse,9,69.8,63.2,0.0,143.8,12844.8,1623,1,0.1,1282.99
New York,NY,Condo,5,66.4,43.2,0.0,41.3,3176.1,1080,2,0.18,584.5
Miami,FL,House,9,85.3,74.9,0.0,610.3,68443.7,2083,1,0.11,7522.12
Boston,MA,Townhouse,8,81.7,75.4,0.0,501.9,35572.9,1408,2,0.252,8964.96
Los Angeles,CA,House,7,73.6,79.0,0.0,257.7,38974.8,2665,4,0.264,10292.55
Miami,FL,House,1,66.2,85.1,0.0,36.5,4989.5,1585,3,0.121,592.49
Miami,FL,Condo,3,72.4,61.0,0.0,221.0,14914.6,1383,2,0.11,1624.14
Atlanta,GA,Condo,3,47.9,45.9,512.2,0.0,27099.4,930,1,0.13,3539.63
Miami,FL,Condo,8,88.3,53.8,0.0,699.0,46078.2,1456,1,0.132,6065.12
Chicago,IL,House,5,61.8,80.8,94.5,0.0,13963.3,1938,1,0.14,1937.96
Boston,MA,Condo,3,38.2,67.2,803.4,0.0,63327.4,1404,1,0.21,13304.28
Chicago,IL,Townhouse,11,41.7,68.3,700.1,0.0,59924.6,1394,1,0.14,8398.1
Phoenix,AZ,Large House,7,92.6,31.5,0.0,827.1,246256.5,4838,2,0.156,38423.09
Atlanta,GA,Townhouse,4,62.2,58.1,83.7,0.0,11071.2,1817,1,0.13,1445.63
Phoenix,AZ,House,7,87.5,88.6,0.0,675.1,88215.6,2437,1,0.156,13754.07
Seattle,WA,House,7,76.9,43.3,0.0,356.3,44939.3,2272,3,0.12,5405.5
Atlanta,GA,Townhouse,4,58.1,82.7,208.3,0.0,23574.4,1730,2,0.13,3080.89
New York,NY,Large House,6,70.8,77.2,0.0,174.2,43691.4,3686,5,0.216,9440.18
Chicago,IL,House,7,76.1,84.8,0.0,333.2,49008.5,2658,2,0.168,8231.34
Chicago,IL,House,4,56.2,82.9,264.6,0.0,51442.8,2794,3,0.14,7214.8
Atlanta,GA,Condo,8,73.7,41.5,0.0,260.3,10700.0,856,1,0.156,1658.84
Phoenix,AZ,House,7,87.5,36.0,0.0,673.8,83703.9,2314,1,0.156,13061.78
Seattle,WA,Apartment,9,73.7,53.8,0.0,261.0,6271.8,549,1,0.1,629.13
Denver,CO,Large House,8,78.7,46.3,0.0,410.1,127921.0,4930,5,0.144,18436.38
Phoenix,AZ,Apartment,4,71.8,87.4,0.0,205.0,10989.1,1196,2,0.13,1421.54
Los Angeles,CA,Condo,11,49.5,63.7,465.9,0.0,29541.1,1106,2,0.22,6506.86
Houston,TX,Apartment,9,83.2,64.8,0.0,546.4,17097.8,753,1,0.12,2050.5
Atlanta,GA,Apartment,3,51.9,59.6,391.8,0.0,23847.0,1160,1,0.13,3090.02
Atlanta,GA,Large House,1,48.8,39.6,487.0,0.0,121152.4,3186,6,0.143,17307.87
Houston,TX,Apartment,9,82.3,67.6,0.0,519.3,18924.4,875,1,0.12,2254.91
Chicago,IL,Condo,2,35.1,53.7,895.9,0.0,50266.0,999,1,0.154,7729.63
Los Angeles,CA,Townhouse,1,41.8,40.1,696.8,0.0,77547.6,1807,3,0.242,18756.3
Denver,CO,Large House,7,70.3,36.7,0.0,160.5,43544.5,3991,2,0.144,6274.58
Houston,TX,Apartment,11,72.4,53.9,0.0,220.7,9424.6,967,1,0.12,1138.52
New York,NY,Apartment,12,37.5,52.6,824.6,0.0,25581.8,607,1,0.198,5083.58
Houston,TX,Condo,5,79.6,43.1,0.0,437.2,22630.8,1116,1,0.12,2732.09
Boston,MA,Apartment,6,71.8,59.6,0.0,205.4,5262.3,574,1,0.252,1310.72
Boston,MA,Apartment,12,28.1,59.0,1106.8,0.0,59993.7,1065,2,0.231,13845.99
New York,NY,Townhouse,1,29.6,74.0,1063.0,0.0,80852.0,1247,1,0.198,16023.13
Denver,CO,Condo,5,60.8,42.3,126.4,0.0,11325.1,1442,1,0.12,1365.65
New York,NY,Apartment,6,70.8,71.9,0.0,173.4,8726.5,1114,1,0.216,1870.48
Miami,FL,Condo,12,60.6,38.9,131.9,0.0,10554.6,1261,2,0.121,1292.47
Los Angeles,CA,Condo,2,47.7,50.8,519.8,0.0,26619.8,901,1,0.242,6443.15
Houston,TX,Condo,7,88.0,75.4,0.0,690.5,40884.5,1305,1,0.144,5887.58
Los Angeles,CA,House,8,74.4,74.2,0.0,281.1,49831.5,3127,6,0.264,13135.81
Miami,FL,Apartment,6,91.7,75.2,0.0,802.4,22883.4,693,1,0.132,3009.97
New York,NY,Condo,3,37.8,71.1,814.9,0.0,38629.5,841,1,0.18,6946.82
New York,NY,Townhouse,11,47.9,34.7,512.4,0.0,38670.9,1212,2,0.18,6971.94
New York,NY,Townhouse,1,31.0,30.2,1021.4,0.0,103391.5,1658,2,0.198,20464.31
Denver,CO,Townhouse,7,74.5,44.0,0.0,284.0,31864.1,2151,4,0.144,4578.44
Boston,MA,Large House,8,72.1,69.3,0.0,212.1,44026.5,3101,6,0.252,11075.62
Boston,MA,House,5,68.3,50.4,0.0,99.2,18068.6,2851,3,0.21,3787.28
New York,NY,Apartment,8,73.7,68.5,0.0,260.1,7669.4,667,1,0.216,1646.29
Chicago,IL,Large House,3,38.2,71.4,804.7,0.0,256030.8,4156,1,0.14,35829.53
Miami,FL,Apartment,2,68.3,45.3,0.0,97.9,3203.4,661,1,0.121,375.43
Seattle,WA,Large House,1,46.0,51.8,571.0,0.0,139329.6,3149,5,0.11,15307.91
Miami,FL,Apartment,2,66.4,79.9,0.0,41.4,3194.3,1190,2,0.121,385.5
Los Angeles,CA,Apartment,8,71.7,51.1,0.0,201.5,5034.4,550,1,0.264,1326.68
Seattle,WA,Large House,9,71.3,35.4,0.0,189.2,48459.1,3830,2,0.1,4857.33
Phoenix,AZ,Apartment,8,89.1,47.9,0.0,722.4,35058.1,1176,1,0.156,5486.67
Denver,CO,Large House,2,52.1,36.0,385.8,0.0,126233.3,4182,1,0.132,16676.57
Miami,FL,House,8,90.0,56.3,0.0,750.6,126248.9,3129,6,0.132,16668.24
Miami,FL,Condo,5,84.4,35.8,0.0,581.3,36588.1,1378,2,0.11,4010.83
Los Angeles,CA,House,7,70.8,84.0,0.0,172.5,21758.6,2127,3,0.264,5742.95
New York,NY,Condo,3,42.6,45.1,673.5,0.0,56367.4,1481,1,0.18,10164.41
Phoenix,AZ,House,9,86.4,69.4,0.0,642.1,113467.0,3289,2,0.13,14738.29
Chicago,IL,Apartment,10,57.3,61.4,230.4,0.0,10717.2,861,1,0.14,1511.76
Miami,FL,Large House,8,95.6,67.2,0.0,917.2,189445.1,3357,4,0.132,24994.36
Miami,FL,House,11,67.6,84.1,0.0,79.0,14371.3,2784,1,0.11,1593.47
Houston,TX,Large House,9,86.2,72.8,0.0,637.1,151608.2,3821,6,0.12,18185.32
Seattle,WA,Townhouse,9,66.4,57.3,0.0,40.6,4596.6,1492,2,0.1,448.97
Seattle,WA,Townhouse,3,53.0,63.2,359.2,0.0,43506.2,1927,1,0.1,4357.08
Seattle,WA,Condo,3,50.3,88.8,440.0,0.0,32254.5,1284,1,0.1,3214.84
Phoenix,AZ,Apartment,7,87.6,36.3,0.0,677.0,32005.4,1145,1,0.156,4982.68
New York,NY,Apartment,5,63.7,71.4,37.7,0.0,1758.1,636,1,0.18,324.02
Miami,FL,Condo,7,88.7,82.1,0.0,711.4,32927.7,1016,2,0.132,4333.74
Houston,TX,Condo,6,85.8,46.0,0.0,625.0,36124.9,1270,1,0.144,5210.64
Phoenix,AZ,Condo,5,77.8,36.3,0.0,385.2,19636.9,1097,1,0.13,2568.37
Phoenix,AZ,Townhouse,10,81.4,40.0,0.0,492.5,38183.9,1540,2,0.13,4969.18
Denver,CO,Townhouse,3,50.8,60.3,426.4,0.0,55549.0,2076,3,0.12,6648.86
Atlanta,GA,Apartment,2,50.5,68.5,434.3,0.0,20679.6,917,1,0.143,2947.26
Seattle,WA,Townhouse,3,55.8,89.4,276.5,0.0,31881.2,1800,3,0.1,3185.75
Houston,TX,Townhouse,4,77.2,82.9,0.0,365.5,34881.6,1867,3,0.12,4191.59
Los Angeles,CA,Townhouse,4,53.6,49.0,341.7,0.0,44550.2,2074,1,0.22,9795.8
Los Angeles,CA,Large House,4,57.8,64.1,216.0,0.0,83241.6,4754,3,0.22,18329.07
New York,NY,Townhouse,8,74.6,74.4,0.0,288.0,30382.8,2032,2,0.216,6543.72
Denver,CO,Apartment,3,56.8,84.2,246.1,0.0,9967.9,757,1,0.12,1195.29
Seattle,WA,Condo,5,68.9,68.1,0.0,116.3,6252.9,1010,1,0.1,630.57
New York,NY,House,7,79.9,36.9,0.0,447.1,73747.4,3008,6,0.216,15941.8
Atlanta,GA,House,4,62.1,66.4,86.1,0.0,20730.0,3035,4,0.13,2680.78
Los Angeles,CA,Large House,8,75.3,53.1,0.0,308.6,84094.3,4224,6,0.264,22183.99
Phoenix,AZ,House,2,61.0,84.0,119.3,0.0,19580.5,2216,1,0.143,2785.56
Houston,TX,Apartment,7,96.1,75.7,0.0,932.9,20811.4,545,1,0.144,3016.15
Chicago,IL,Large House,10,59.9,87.7,153.2,0.0,52744.9,4108,4,0.14,7373.36
Chicago,IL,Apartment,3,45.9,45.9,573.4,0.0,16673.9,561,1,0.14,2336.27
Chicago,IL,Townhouse,1,29.2,75.8,1074.5,0.0,135938.3,2070,4,0.154,20947.08
Boston,MA,Large House,5,69.3,68.8,0.0,129.4,30008.2,3335,1,0.21,6292.86
Phoenix,AZ,Condo,5,83.4,43.4,0.0,552.5,30360.4,1201,1,0.13,3936.72
Denver,CO,House,2,48.8,40.2,486.4,0.0,97443.3,2971,3,0.132,12876.24
Atlanta,GA,Large House,5,65.6,71.9,0.0,17.9,9343.1,3935,3,0.13,1224.74
Boston,MA,Large House,9,66.3,50.4,0.0,38.9,12582.5,3349,5,0.21,2645.31
Atlanta,GA,Large House,4,57.3,58.1,229.6,0.0,70613.2,3798,4,0.13,9163.71
Miami,FL,Large House,4,78.3,62.1,0.0,398.9,106963.7,4239,3,0.11,11776.88
Houston,TX,Large House,1,60.4,78.5,137.7,0.0,57951.3,4997,2,0.132,7664.56
Denver,CO,Townhouse,9,71.2,87.8,0.0,185.7,18460.9,1847,2,0.12,2195.91
Atlanta,GA,House,4,59.8,84.4,157.0,0.0,25462.8,2231,3,0.13,3326.44
Miami,FL,Apartment,3,65.9,47.5,0.0,26.6,1175.3,589,1,0.11,135.82
Seattle,WA,Townhouse,11,54.3,82.6,322.1,0.0,30311.1,1492,1,0.1,3022.21
Atlanta,GA,Townhouse,1,49.8,66.4,455.2,0.0,48616.7,1713,2,0.143,6948.4
Houston,TX,Townhouse,3,71.4,58.2,0.0,192.3,20932.6,2020,3,0.12,2521.11
Atlanta,GA,Townhouse,1,47.2,55.0,533.2,0.0,67801.8,2042,4,0.143,9690.16
Miami,FL,House,4,76.6,75.0,0.0,348.0,48184.8,2495,3,0.11,5309.42
